20.833333	5.000000	0.250000    0  125.0    3.9	32	   0.0    0.0  245.168 257.394 267.746 276.076 282.373 286.747 289.411 290.638 290.731 289.990 288.692 287.072 285.322 283.584 281.958 280.505 279.258 278.228 277.407 276.777 276.315 275.993 275.785 275.663 275.604 275.587 275.594 275.612 275.629 275.640 275.640 275.640
20.833333	5.000000	0.250000    1  131.5    8.6	32	   0.0    0.0  242.155 253.844 263.880 272.125 278.550 283.226 286.313 288.027 288.619 288.351 287.469 286.194 284.713 283.169 281.673 280.296 279.083 278.054 277.213 276.549 276.045 275.679 275.427 275.264 275.169 275.121 275.103 275.102 275.107 275.111 275.111 275.111
20.833333	5.000000	0.250000    2  121.9   11.8	32	   0.0    0.0  245.885 258.221 268.583 276.823 282.942 287.078 289.468 290.416 290.246 289.276 287.791 286.029 284.179 282.378 280.718 279.255 278.016 277.003 276.206 275.604 275.171 274.876 274.692 274.592 274.552 274.549 274.568 274.594 274.617 274.631 274.631 274.631
20.833333	5.000000	0.250000    3  126.8    6.7	32	   0.0    0.0  245.164 257.385 267.722 276.028 282.293 286.632 289.258 290.448 290.507 289.738 288.418 286.783 285.022 283.278 281.649 280.197 278.953 277.926 277.109 276.483 276.026 275.708 275.503 275.384 275.328 275.312 275.321 275.340 275.358 275.369 275.369 275.369
20.833333	5.000000	0.250000    4  124.9   10.9	32	   0.0    0.0  245.346 257.590 267.915 276.173 282.360 286.599 289.115 290.195 290.153 289.296 287.905 286.216 284.418 282.652 281.012 279.557 278.317 277.299 276.492 275.878 275.432 275.125 274.930 274.820 274.771 274.761 274.775 274.797 274.817 274.829 274.829 274.829
20.833333	5.000000	0.250000    5  123.9    7.7	32	   0.0    0.0  245.429 257.694 268.049 276.345 282.575 286.860 289.422 290.543 290.537 289.709 288.339 286.665 284.876 283.113 281.474 280.016 278.772 277.748 276.936 276.317 275.865 275.554 275.355 275.242 275.190 275.178 275.190 275.211 275.231 275.242 275.243 275.243
20.833333	5.000000	0.250000    6  138.2   13.2	32	   0.0    0.0  239.163 250.328 260.026 268.130 274.601 279.484 282.897 285.014 286.042 286.204 285.718 284.786 283.584 282.256 280.915 279.639 278.483 277.477 276.633 275.948 275.413 275.009 274.718 274.517 274.387 274.309 274.267 274.247 274.239 274.237 274.237 274.237
20.833333	5.000000	0.250000    7  145.1   17.6	32	   0.0    0.0  236.177 246.830 256.176 264.098 270.554 275.569 279.232 281.680 283.084 283.633 283.517 282.919 282.001 280.902 279.735 278.582 277.505 276.541 275.711 275.020 274.464 274.031 273.706 273.471 273.309 273.202 273.136 273.097 273.077 273.068 273.068 273.068
20.833333	5.000000	0.250000    8  136.5   21.4	32	   0.0    0.0  238.235 249.213 258.714 266.615 272.883 277.569 280.798 282.750 283.637 283.683 283.108 282.113 280.871 279.523 278.177 276.908 275.768 274.782 273.960 273.298 272.785 272.402 272.128 271.943 271.825 271.757 271.723 271.708 271.704 271.704 271.704 271.704
20.833333	5.000000	0.250000    9  140.2   16.1	32	   0.0    0.0  238.731 249.813 259.432 267.464 273.871 278.698 282.066 284.147 285.148 285.291 284.794 283.857 282.655 281.330 279.994 278.726 277.578 276.579 275.742 275.065 274.535 274.136 273.849 273.652 273.524 273.448 273.407 273.388 273.381 273.379 273.379 273.379
